8.7,喜剧之王,1999,香港,喜剧剧情爱情,周星驰StephenChow/李力持Lik-ChiLee 周星驰StephenCh...,我是一个演员。,470716
8.7,告白,2010,日本,剧情惊悚,中岛哲也TetsuyaNakashima 松隆子TakakoMatsu/冈田将生...,没有一人完全善，也没有一人完全恶。,443053
8.8,大鱼,2003,美国,剧情家庭奇幻冒险,蒂姆·波顿TimBurton 伊万·麦克格雷格EwanMcGregor/阿...,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,328197
8.7,消失的爱人,2014,美国,剧情犯罪悬疑惊悚,大卫·芬奇DavidFincher 本·阿弗莱克BenAffleck/罗莎蒙...,年度最佳date movie。,491289
9.0,一一,2000,台湾日本,剧情爱情家庭,杨德昌EdwardYang 吴念真/李凯莉KellyLee/金燕玲Elai...,我们都曾经是一一。,199714
8.7,射雕英雄传之东成西就,1993,香港,喜剧奇幻武侠古装,刘镇伟JeffreyLau 梁朝伟TonyLeungChiuWai/林青霞Bri...,百看不厌。 ,362276
8.8,阳光姐妹淘,2011,韩国,剧情喜剧,姜炯哲Hyeong-CheolKang 沈恩京Eun-kyungShim/闵孝琳Hy...,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,354844
8.8,甜蜜蜜,1996,香港,剧情爱情,陈可辛PeterChan 黎明LeonLai/张曼玉MaggieCheung/...,相逢只要一瞬间，等待却像是一辈子。,292180
8.8,爱在黎明破晓前,1995,美国奥地利瑞士,剧情爱情,理查德·林克莱特RichardLinklater 伊桑·霍克EthanHawke...,缘分是个连绵词，最美不过一瞬。,302035
9.0,小森林 夏秋篇,2014,日本,剧情,森淳一JunichiMori 桥本爱AiHashimoto/三浦贵大Takahir...,那些静得只能听见呼吸的日子里，你明白孤独即生活。,204456
8.7,驯龙高手,2010,美国,动画奇幻冒险,迪恩·德布洛斯DeanDeBlois/克里斯·桑德斯ChrisSanders ...,和谐的生活离不开摸头与被摸头。,405731
8.8,侧耳倾听,1995,日本,剧情爱情动画,近藤喜文YoshifumiKondo 本名阳子YoukoHonna/小林桂树K...,少女情怀总是诗。,235006
8.9,红辣椒,2006,日本,动画悬疑科幻惊悚,今敏SatoshiKon 林原惠美MegumiHayashibara/江守彻Toru...,梦的勾结。,193141
8.8,请以你的名字呼唤我,2017,意大利法国巴西美国荷兰德国,剧情爱情同性,卢卡·瓜达尼诺LucaGuadagnino 艾米·汉莫ArmieHammer/...,沉醉在电影的情感和视听氛围中无法自拔。,292982
8.7,倩女幽魂,1987,香港,爱情奇幻武侠古装,程小东Siu-TungChing 张国荣LeslieCheung/王祖贤JoeyW...,两张绝世的脸。 ,369524
8.7,恐怖直播,2013,韩国,剧情犯罪悬疑,金秉祐Byeong-wooKim 河正宇Jung-wooHa/李璟荣Kyeong-y...,恐怖分子的“秋菊打官司”。,324341
8.8,风之谷,1984,日本,动画奇幻冒险,宫崎骏HayaoMiyazaki 岛本须美SumiShimamoto/松田洋治Y...,动画片的圣经。,231795
8.9,上帝之城,2002,巴西法国,犯罪剧情,KátiaLund/FernandoMeirelles AlexandreRodrigues/Lea...,被上帝抛弃了的上帝之城。,191724
8.8,超脱,2011,美国,剧情,托尼·凯耶TonyKaye 艾德里安·布洛迪AdrienBrody/马西...,穷尽一生，我们要学会的，不过是彼此拥抱。,238184
8.8,爱在日落黄昏时,2004,美国,剧情爱情,理查德·林克莱特RichardLinklater 伊桑·霍克EthanHawke...,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,264220
8.8,菊次郎的夏天,1999,日本,剧情喜剧,北野武TakeshiKitano 北野武TakeshiKitano/关口雄介Yus...,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,258239
8.7,幸福终点站,2004,美国,喜剧剧情爱情,史蒂文·斯皮尔伯格StevenSpielberg 汤姆·汉克斯TomHanks...,有时候幸福需要等一等。 ,292148
8.7,哈利·波特与死亡圣器(下),2011,美国英国,剧情悬疑奇幻冒险,大卫·叶茨DavidYates 丹尼尔·雷德克里夫DanielRadcliffe...,10年的完美句点。,380361
9.0,小森林 冬春篇,2015,日本,剧情,森淳一JunichiMori 桥本爱AiHashimoto/三浦贵大Takahir...,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,178487
8.7,杀人回忆,2003,韩国,犯罪剧情悬疑惊悚,奉俊昊Joon-hoBong 宋康昊Kang-hoSong/金相庆Sang-kyun...,关于连环杀人悬案的集体回忆。,282950
8.8,7号房的礼物,2013,韩国,剧情喜剧家庭,李焕庆Hwan-kyeongLee 柳承龙Seung-yongRyoo/朴信惠Shi...,《我是山姆》的《美丽人生》。,251660
8.5,神偷奶爸,2010,美国法国,喜剧动画冒险,皮艾尔·柯芬PierreCoffin/克里斯·雷纳德ChrisRenaud ...,Mr. I Don't Care其实也有Care的时候。,531623
8.7,借东西的小人阿莉埃蒂,2010,日本,动画奇幻冒险,米林宏昌HiromasaYonebayashi 志田未来MiraiShida/神木...,曾经的那段美好会沉淀为一辈子的记忆。,286522
8.8,萤火之森,2011,日本,剧情爱情动画奇幻,大森贵弘TakahiroOmori 佐仓绫音AyaneSakura/内山昂辉K...,触不到的恋人。,235231
8.5,唐伯虎点秋香,1993,香港,喜剧爱情古装,李力持Lik-ChiLee 周星驰StephenChow/巩俐LiGong/陈...,华太师是黄霑，吴镇宇四大才子之一。,497892
8.7,蝙蝠侠：黑暗骑士崛起,2012,美国英国,剧情动作科幻犯罪惊悚,克里斯托弗·诺兰ChristopherNolan 克里斯蒂安·贝尔Christ...,诺兰就是保证。,387705
8.6,超能陆战队,2014,美国,喜剧动作科幻动画冒险,唐·霍尔DonHall/克里斯·威廉姆斯ChrisWilliams 斯科特...,Balalala~~~,521036
8.6,怪兽电力公司,2001,美国,儿童喜剧动画奇幻冒险,彼特·道格特PeteDocter/大卫·斯沃曼DavidSilverman 约...,不要给它起名字，起了名字就有感情了。,337666
8.7,岁月神偷,2010,香港中国大陆,剧情家庭,罗启锐AlexLaw 吴君如SandraNg/任达华SimonYam/钟绍...,岁月流逝，来日可追。,377236
8.7,电锯惊魂,2004,美国,悬疑惊悚恐怖,詹姆斯·温JamesWan 雷·沃纳尔LeighWhannell/加利·艾...,真相就在眼前。,266236
9.2,七武士,1954,日本,动作冒险剧情,黑泽明AkiraKurosawa 三船敏郎ToshirôMifune/志村乔...,时代悲歌。,102846
8.7,谍影重重3,2007,美国德国,动作悬疑惊悚,保罗·格林格拉斯PaulGreengrass 马特·达蒙MattDamon/...,像吃了苏打饼一样干脆的电影。,239436
8.6,真爱至上,2003,英国美国法国,喜剧剧情爱情,理查德·柯蒂斯RichardCurtis 休·格兰特HughGrant/柯林...,爱，是个动词。,410836
8.7,疯狂原始人,2013,美国,喜剧动画冒险,科克·德·米科KirkDeMicco/克里斯·桑德斯ChrisSanders 主演...,老少皆宜，这就是好莱坞动画的魅力。,487305
9.1,无人知晓,2004,日本,剧情,是枝裕和HirokazuKoreeda 柳乐优弥YûyaYagira/北浦爱...,我的平常生活就是他人的幸福。,116060
8.9,喜宴,1993,台湾美国,剧情喜剧爱情同性家庭,李安AngLee 赵文瑄WinstonChao/郎雄SihungLung/归亚...,中国家庭的喜怒哀乐忍。,183916
8.7,萤火虫之墓,1988,日本,动画剧情战争,高畑勋IsaoTakahata 辰己努/白石绫乃/志乃原良子,幸福是生生不息，却难以触及的远。 ,257236
8.6,东邪西毒,1994,香港台湾,剧情动作爱情武侠古装,王家卫KarWaiWong 张国荣LeslieCheung/林青霞Brigitte...,电影诗。,339932
8.6,英雄本色,1986,香港,动作犯罪,吴宇森JohnWoo 周润发Yun-FatChow/狄龙LungTi/张国...,英雄泪短，兄弟情长。 ,253107
8.5,贫民窟的百万富翁,2008,英国美国,剧情爱情,丹尼·鲍尔DannyBoyle/洛芙琳·坦丹LoveleenTandan 戴夫...,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,477938
8.5,黑天鹅,2010,美国,剧情惊悚,达伦·阿罗诺夫斯基DarrenAronofsky 娜塔莉·波特曼Natalie...,黑暗之美。,523756
8.6,记忆碎片,2000,美国,犯罪剧情悬疑惊悚,克里斯托弗·诺兰ChristopherNolan 盖·皮尔斯GuyPearce/...,一个针管引发的血案。,355202
8.7,血战钢锯岭,2016,美国澳大利亚,剧情传记历史战争,梅尔·吉布森MelGibson 安德鲁·加菲尔德AndrewGarfield/...,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,440536
8.7,心迷宫,2014,中国大陆,剧情犯罪悬疑,忻钰坤YukunXin 霍卫民WeiminHuo/王笑天XiaotianWang...,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,256122
8.5,傲慢与偏见,2005,法国英国美国,剧情爱情,乔·怀特JoeWright 凯拉·奈特莉KeiraKnightley/马修·...,爱是摈弃傲慢与偏见之后的曙光。,401349
8.7,时空恋旅人,2013,英国,喜剧爱情奇幻,理查德·柯蒂斯RichardCurtis 多姆纳尔·格里森DomhnallGl...,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,280633
8.8,荒蛮故事,2014,阿根廷西班牙,剧情喜剧犯罪,达米安·斯兹弗隆DamiánSzifron 达里奥·葛兰帝内提Darío...,始于荒诞，止于更荒诞。,205734
8.7,雨人,1988,美国,剧情,巴瑞·莱文森BarryLevinson 达斯汀·霍夫曼DustinHoffman...,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,255233
8.7,纵横四海,1991,香港,剧情喜剧动作犯罪,吴宇森JohnWoo 周润发Yun-FatChow/张国荣LeslieCheung...,香港浪漫主义警匪动作片的巅峰之作。,209114
8.8,教父3,1990,美国,剧情犯罪,弗朗西斯·福特·科波拉FrancisFordCoppola 阿尔·帕西诺A...,任何信念的力量，都无法改变命运。,177980
8.7,达拉斯买家俱乐部,2013,美国,剧情传记同性,让-马克·瓦雷Jean-MarcVallée 马修·麦康纳MatthewMcCon...,Jared Leto的腿比女人还美！,249229
8.8,玩具总动员3,2010,美国,喜剧动画奇幻冒险,李·昂克里奇LeeUnkrich 汤姆·汉克斯TomHanks/蒂姆·艾...,跨度十五年的欢乐与泪水。,250585
9.1,完美的世界,1993,美国,剧情犯罪,克林特·伊斯特伍德ClintEastwood 凯文·科斯特纳KevinCos...,坏人的好总是比好人的好来得更感人。,112072
8.9,卢旺达饭店,2004,英国南非意大利美国,剧情历史战争,特瑞·乔治TerryGeorge 唐·钱德尔DonCheadle/苏菲·奥...,当这个世界闭上双眼，他却敞开了怀抱。,153446
8.6,花样年华,2000,香港,剧情爱情,王家卫KarWaiWong 梁朝伟TonyLeungChiuWai/张曼玉Ma...,偷情本没有这样美。,317724
